OrderID,Date,CustomerID,Quantity,UnitPrice,ShippingAddress,TrackingNumber,ItemsInCart,TotalPrice,Product_Desk,Product_Laptop,Product_Monitor,Product_Phone,Product_Printer,Product_Tablet,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,OrderStatus_Delivered,OrderStatus_Pending,OrderStatus_Returned,OrderStatus_Shipped,CouponCode_SAVE10,CouponCode_WINTER15,ReferralSource_Facebook,ReferralSource_Google,ReferralSource_Instagram,ReferralSource_Referral
ORD200163,24/06/2025,C99589,1,641.39,277 Main St,TRK16695001,1,641.39,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
ORD200164,28/12/2023,C70566,5,536.58,667 Main St,TRK49673411,5,2682.9,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
ORD200165,14/09/2024,C60355,2,500.29,226 Main St,TRK30155194,7,1000.58,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
ORD200166,04/03/2025,C28889,3,86.29,565 Main St,TRK23791726,6,258.87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
ORD200167,27/05/2023,C88304,2,384.14,219 Main St,TRK44268941,2,768.28,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
ORD200168,04/01/2025,C49517,1,594.96,878 Main St,TRK78551375,6,594.96,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
ORD200169,07/04/2024,C35785,1,427.82,732 Main St,TRK78923089,2,427.82,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
ORD200170,04/04/2025,C80223,4,662.94,535 Main St,TRK68632951,8,2651.76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ORD200171,15/08/2023,C20448,2,148.22,336 Main St,TRK67379895,7,296.44,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
ORD200172,06/04/2025,C34134,1,254.12,365 Main St,TRK43074303,1,254.12,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
ORD200173,24/03/2024,C95901,3,664.46,806 Main St,TRK56989066,4,1993.38,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
ORD200174,16/04/2024,C51145,4,600.81,790 Main St,TRK59154274,9,2403.24,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
ORD200175,08/02/2025,C78170,5,68.34,332 Main St,TRK71410605,6,341.7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
ORD200176,28/06/2025,C80151,4,430.83,553 Main St,TRK88251529,8,1723.32,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
ORD200177,05/08/2023,C55632,5,431.69,354 Main St,TRK13003066,10,2158.45,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
ORD200178,11/04/2024,C53070,4,512.06,283 Main St,TRK49791755,5,2048.24,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
ORD200179,24/11/2024,C27401,3,539.91,500 Main St,TRK14332053,8,1619.73,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ORD200180,18/03/2023,C87216,5,316.07,970 Main St,TRK18713727,10,1580.35,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
ORD200181,31/08/2024,C38966,5,404.39,247 Main St,TRK17205146,10,2021.95,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
ORD200182,19/03/2025,C16612,1,600.54,596 Main St,TRK96188223,4,600.54,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
ORD200183,18/04/2024,C39246,5,186.28,258 Main St,TRK16658182,8,931.4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
ORD200184,04/04/2024,C65180,4,214.54,231 Main St,TRK39255469,7,858.16,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ORD200185,02/02/2025,C46877,1,210.7,572 Main St,TRK96935978,2,210.7,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
ORD200186,07/12/2023,C30334,2,133.55,322 Main St,TRK66388885,7,267.1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ORD200187,08/02/2023,C21227,1,590.87,689 Main St,TRK79129657,6,590.87,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
ORD200188,15/03/2025,C97715,2,363.91,927 Main St,TRK19515949,2,727.82,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
ORD200189,05/07/2023,C48939,5,429.45,597 Main St,TRK62786764,5,2147.25,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
ORD200190,31/08/2024,C35483,3,223.7,725 Main St,TRK79638203,3,671.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
ORD200191,08/03/2025,C51494,2,488.87,505 Main St,TRK58520306,4,977.74,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
ORD200192,11/08/2023,C58410,1,645.46,151 Main St,TRK19749672,5,645.46,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
ORD200193,21/07/2023,C11644,1,46.66,429 Main St,TRK81320339,6,46.66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ORD200194,08/06/2024,C53501,1,249.57,899 Main St,TRK90144892,3,249.57,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ORD200195,22/04/2024,C63619,3,619.21,801 Main St,TRK65385674,6,1857.63,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
ORD200196,24/01/2025,C40882,4,217.13,719 Main St,TRK64165503,8,868.52,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
ORD200197,27/08/2023,C80135,5,221.51,723 Main St,TRK95222269,5,1107.55,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
ORD200198,11/06/2024,C37594,4,340.3,926 Main St,TRK94405162,8,1361.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ORD200199,23/01/2025,C87524,1,625.0,358 Main St,TRK21114341,5,625.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
ORD200200,07/06/2025,C97681,5,433.26,895 Main St,TRK37531040,9,2166.3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0
ORD200201,18/06/2023,C10126,2,674.9,146 Main St,TRK75607531,4,1349.8,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
ORD200202,06/02/2025,C36938,3,253.98,636 Main St,TRK52522904,3,761.94,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ORD200203,21/01/2025,C99173,3,356.84,172 Main St,TRK89849342,5,1070.52,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
ORD200204,05/09/2023,C99775,4,413.71,478 Main St,TRK21638425,9,1654.84,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
ORD200205,04/03/2023,C19266,3,147.39,609 Main St,TRK58357269,3,442.17,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
ORD200206,16/04/2024,C31072,4,229.1,729 Main St,TRK77172975,8,916.4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
ORD200207,18/03/2025,C54595,1,121.96,999 Main St,TRK44416659,3,121.96,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
ORD200208,08/10/2024,C87777,2,408.32,597 Main St,TRK29003608,3,816.64,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
ORD200209,29/08/2023,C35854,5,187.97,706 Main St,TRK30615168,9,939.85,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
ORD200210,05/12/2024,C93821,3,358.48,513 Main St,TRK10658539,7,1075.44,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
ORD200211,03/01/2025,C54390,3,193.58,185 Main St,TRK83853742,7,580.74,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
ORD200212,20/06/2023,C53215,1,265.38,367 Main St,TRK34751835,6,265.38,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD200213,20/04/2023,C71122,1,634.4,317 Main St,TRK54757882,6,634.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ORD200214,21/08/2024,C29483,4,305.72,673 Main St,TRK89423603,5,1222.88,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
ORD200215,10/08/2023,C26767,1,303.6,432 Main St,TRK24585307,5,303.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ORD200216,15/04/2025,C70492,4,496.0,811 Main St,TRK84625405,8,1984.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
ORD200217,20/05/2024,C61549,4,321.51,908 Main St,TRK65596914,9,1286.04,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
ORD200218,28/04/2023,C11665,3,112.46,882 Main St,TRK10993930,6,337.38,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
ORD200219,02/05/2025,C48946,5,61.97,457 Main St,TRK99387220,6,309.85,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
ORD200220,18/07/2023,C79506,2,373.17,497 Main St,TRK95188748,6,746.34,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
ORD200221,23/02/2024,C93473,5,639.37,552 Main St,TRK50003989,6,3196.85,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
ORD200222,04/05/2023,C43124,4,693.36,931 Main St,TRK17293348,8,2773.44,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
ORD200223,11/09/2024,C22783,4,692.91,673 Main St,TRK55009149,9,2771.64,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
ORD200224,23/09/2023,C18567,4,91.46,507 Main St,TRK17554673,9,365.84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ORD200225,13/03/2024,C99879,3,273.96,692 Main St,TRK50246700,8,821.88,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
ORD200226,27/06/2025,C31501,3,588.05,242 Main St,TRK93063929,8,1764.15,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
ORD200227,02/11/2023,C93220,2,365.17,353 Main St,TRK89023251,4,730.34,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ORD200228,17/05/2023,C57867,4,385.92,579 Main St,TRK92055007,8,1543.68,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
ORD200229,28/03/2025,C62622,1,562.61,762 Main St,TRK70997648,3,562.61,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0
ORD200230,16/12/2023,C94595,4,61.91,948 Main St,TRK24497305,6,247.64,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
ORD200231,05/11/2023,C30955,4,41.9,327 Main St,TRK46898848,9,167.6,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
ORD200232,19/05/2023,C20731,4,444.44,610 Main St,TRK75568437,8,1777.76,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
ORD200233,24/08/2024,C30168,3,311.33,146 Main St,TRK73699939,3,933.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
ORD200234,26/11/2024,C79842,4,236.41,337 Main St,TRK26957950,7,945.64,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
ORD200235,20/02/2023,C32854,1,65.45,815 Main St,TRK30009218,2,65.45,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
ORD200236,01/01/2023,C14847,1,318.81,562 Main St,TRK39663243,3,318.81,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
ORD200237,14/03/2024,C88645,3,583.72,783 Main St,TRK74097570,5,1751.16,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
ORD200238,13/12/2024,C66149,4,384.32,770 Main St,TRK76307307,6,1537.28,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
ORD200239,11/12/2024,C20256,3,538.74,456 Main St,TRK71127943,6,1616.22,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
ORD200240,12/07/2023,C14983,1,17.24,255 Main St,TRK93444157,2,17.24,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
ORD200241,16/05/2023,C20817,5,615.67,407 Main St,TRK44164590,6,3078.35,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
ORD200242,09/05/2023,C94921,2,219.1,134 Main St,TRK97794327,4,438.2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
ORD200243,09/05/2025,C54725,2,144.66,506 Main St,TRK30601940,7,289.32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
ORD200244,16/02/2023,C98096,2,317.77,838 Main St,TRK51518631,4,635.54,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
ORD200245,20/04/2025,C12667,1,223.3,306 Main St,TRK25390491,1,223.3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
ORD200246,30/08/2024,C55354,2,342.11,164 Main St,TRK15439493,2,684.22,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
ORD200247,20/07/2023,C14600,2,220.9,785 Main St,TRK84984764,4,441.8,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
ORD200248,02/07/2023,C97187,1,670.54,471 Main St,TRK62283713,6,670.54,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ORD200249,07/02/2024,C39106,1,546.19,245 Main St,TRK35464433,5,546.19,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ORD200250,05/04/2023,C93379,3,42.95,318 Main St,TRK67954150,8,128.85,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
ORD200251,15/05/2025,C93175,4,14.69,814 Main St,TRK32995144,9,58.76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD200252,20/09/2024,C19648,4,668.36,821 Main St,TRK51297879,5,2673.44,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
ORD200253,23/03/2024,C14891,4,413.74,743 Main St,TRK79471534,7,1654.96,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
ORD200254,26/12/2023,C10866,3,263.19,770 Main St,TRK34809583,5,789.57,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
ORD200255,13/05/2024,C47283,1,263.96,806 Main St,TRK56235117,2,263.96,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
ORD200256,30/06/2025,C94323,5,75.81,463 Main St,TRK22663277,10,379.05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
ORD200257,23/04/2024,C89732,1,406.22,712 Main St,TRK41059233,5,406.22,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
ORD200258,26/02/2024,C87764,2,103.41,294 Main St,TRK94082469,2,206.82,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
ORD200259,11/06/2023,C20977,4,435.12,636 Main St,TRK54991561,9,1740.48,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
ORD200260,17/05/2023,C12245,2,407.79,153 Main St,TRK22000463,3,815.58,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
ORD200261,28/05/2025,C68976,5,173.65,460 Main St,TRK25491356,9,868.25,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
ORD200262,10/01/2023,C69476,4,249.07,642 Main St,TRK65869386,5,996.28,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
ORD200263,25/03/2023,C71040,4,434.85,250 Main St,TRK41397604,4,1739.4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
ORD200264,03/08/2024,C71035,1,436.77,977 Main St,TRK19599578,5,436.77,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ORD200265,22/12/2023,C20752,1,572.13,150 Main St,TRK22298450,4,572.13,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ORD200266,08/06/2024,C38840,4,583.07,589 Main St,TRK48484633,6,2332.28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD200267,17/04/2025,C84480,5,468.51,803 Main St,TRK62361867,9,2342.55,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
ORD200268,11/08/2023,C37032,2,423.88,655 Main St,TRK48639226,7,847.76,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
ORD200269,25/11/2023,C48942,4,663.67,129 Main St,TRK29355120,7,2654.68,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
ORD200270,04/06/2023,C13540,4,309.91,127 Main St,TRK81087373,5,1239.64,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
ORD200271,28/03/2023,C59572,1,542.07,791 Main St,TRK16792991,6,542.07,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
ORD200272,19/09/2023,C29758,2,399.32,119 Main St,TRK12990043,6,798.64,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
ORD200273,27/10/2024,C11849,2,238.25,974 Main St,TRK91195261,7,476.5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ORD200274,04/02/2023,C50967,2,182.4,884 Main St,TRK65300814,5,364.8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
ORD200275,04/11/2023,C80735,2,65.07,360 Main St,TRK99880231,4,130.14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
ORD200276,29/03/2025,C99050,2,600.57,654 Main St,TRK56927089,3,1201.14,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
ORD200277,09/09/2024,C11210,5,90.92,910 Main St,TRK44929965,9,454.6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
ORD200278,18/11/2024,C46015,5,362.46,299 Main St,TRK46598430,6,1812.3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
ORD200279,20/10/2023,C69167,3,55.01,263 Main St,TRK12425655,7,165.03,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
ORD200280,27/03/2023,C55388,3,404.62,740 Main St,TRK75741001,6,1213.86,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
ORD200281,27/07/2023,C87181,4,654.79,195 Main St,TRK60093390,9,2619.16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ORD200282,22/04/2025,C30411,4,637.79,375 Main St,TRK71810536,9,2551.16,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ORD200283,28/02/2025,C39638,4,540.33,990 Main St,TRK69745608,6,2161.32,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
ORD200284,16/02/2023,C27203,5,208.17,516 Main St,TRK22023906,6,1040.85,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
ORD200285,10/06/2025,C67583,1,338.31,974 Main St,TRK93281700,3,338.31,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
ORD200286,07/04/2025,C70554,3,139.45,187 Main St,TRK61086952,8,418.35,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
ORD200287,24/11/2023,C70437,4,655.18,630 Main St,TRK26628830,5,2620.72,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
ORD200288,12/03/2023,C97643,4,512.75,537 Main St,TRK60831391,8,2051.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
ORD200289,26/07/2023,C17136,4,160.49,333 Main St,TRK55362541,8,641.96,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
ORD200290,05/05/2023,C24901,3,99.9,258 Main St,TRK14029489,8,299.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
ORD200291,12/05/2024,C61521,2,345.01,670 Main St,TRK93676567,6,690.02,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
ORD200292,15/01/2025,C39639,1,65.95,185 Main St,TRK31042152,5,65.95,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
ORD200293,16/02/2023,C33220,4,463.04,564 Main St,TRK40450219,9,1852.16,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
ORD200294,01/04/2025,C65414,2,297.71,208 Main St,TRK67562517,7,595.42,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
ORD200295,25/01/2023,C49009,5,107.48,278 Main St,TRK46285799,9,537.4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ORD200296,19/06/2024,C48453,5,638.8,434 Main St,TRK52110494,10,3194.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
ORD200297,22/02/2023,C68078,2,493.88,252 Main St,TRK64862812,7,987.76,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
ORD200298,19/12/2023,C19402,4,301.17,267 Main St,TRK97825212,6,1204.68,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
ORD200299,20/01/2024,C30711,1,278.66,856 Main St,TRK42696593,2,278.66,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ORD200300,02/09/2024,C39000,1,287.46,894 Main St,TRK33753945,3,287.46,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
ORD200301,11/05/2023,C31105,1,583.99,726 Main St,TRK40149095,2,583.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ORD200302,16/05/2023,C29432,3,468.74,121 Main St,TRK44142517,4,1406.22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ORD200303,07/12/2024,C48531,1,30.54,368 Main St,TRK95462192,1,30.54,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
ORD200304,18/10/2024,C86762,5,408.73,326 Main St,TRK75686292,10,2043.65,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
ORD200305,25/11/2023,C63822,4,126.89,235 Main St,TRK59353216,9,507.56,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ORD200306,07/06/2024,C70495,2,57.07,238 Main St,TRK65511225,3,114.14,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
ORD200307,01/07/2023,C92407,3,557.41,135 Main St,TRK11755610,4,1672.23,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ORD200308,11/12/2023,C75888,3,448.9,790 Main St,TRK98467398,7,1346.7,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
ORD200309,03/10/2023,C63153,4,549.76,625 Main St,TRK38033305,4,2199.04,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
ORD200310,24/02/2024,C85863,3,132.48,968 Main St,TRK16094218,4,397.44,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
ORD200311,17/05/2025,C71698,5,489.37,274 Main St,TRK34786818,8,2446.85,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
ORD200312,24/05/2025,C35397,5,66.31,579 Main St,TRK64742535,7,331.55,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
ORD200313,09/07/2023,C67687,2,434.3,978 Main St,TRK22838735,7,868.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
ORD200314,04/10/2023,C29931,4,153.09,540 Main St,TRK48712417,4,612.36,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
ORD200315,12/05/2025,C59139,5,91.67,301 Main St,TRK45507090,9,458.35,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ORD200316,02/10/2023,C66078,4,275.28,101 Main St,TRK86474559,9,1101.12,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
ORD200317,10/04/2023,C88370,2,139.95,339 Main St,TRK22575151,5,279.9,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
ORD200318,27/07/2024,C93375,3,148.72,317 Main St,TRK95706967,7,446.16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ORD200319,02/12/2023,C53049,2,563.06,413 Main St,TRK48974907,6,1126.12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
ORD200320,19/12/2024,C55590,1,625.51,772 Main St,TRK48792951,1,625.51,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
ORD200321,09/08/2023,C47086,4,152.29,135 Main St,TRK44194358,6,609.16,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
ORD200322,14/06/2024,C48646,5,231.82,339 Main St,TRK18233748,6,1159.1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
ORD200323,26/01/2025,C29416,1,150.17,414 Main St,TRK63820842,1,150.17,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
ORD200324,13/06/2024,C13525,3,70.93,847 Main St,TRK70193221,5,212.79,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
ORD200325,29/06/2023,C53545,3,361.39,665 Main St,TRK61123177,8,1084.17,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
ORD200326,01/07/2024,C65986,5,670.48,273 Main St,TRK98353867,5,3330.4075,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
ORD200327,25/07/2023,C17302,1,359.99,385 Main St,TRK43940016,5,359.99,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
ORD200328,28/02/2023,C18404,5,674.04,546 Main St,TRK89401624,7,3330.4075,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
